Aop:1	Event:1	occurrence	CL	CL:0000001	N/A	VT	VT:0000001	N/A	process
Aop:1	Event:2	disrupted	MESH	MESH:0000002	Hyperplasia	HP	HP:0000002	Hyperplasia	process
Aop:1	Event:3	morphological change	UBERON	UBERON:0000003	Proliferation	GO	GO:0000003	Proliferation	process
Aop:1	Event:4	increased	PR	PR:0000004	Promotion	MP	MP:0000004	Promotion	process
Aop:2	Event:5	occurrence	CL	CL:0000005	Binding of inhibitor	VT	VT:0000005	Binding of inhibitor	process
Aop:2	Event:6	disrupted	MESH	MESH:0000006	Inhibition	HP	HP:0000006	Inhibition	process
Aop:2	Event:7	morphological change	UBERON	UBERON:0000007	Mitochondrial dysfun	GO	GO:0000007	Mitochondrial dysfun	process
Aop:2	Event:8	increased	PR	PR:0000008	Impaired	MP	MP:0000008	Impaired	process
Aop:2	Event:9	decreased	CHEBI	CHEBI:0000009	Neuroinflammation	VT	VT:0000009	Neuroinflammation	process
Aop:2	Event:10	occurrence	CL	CL:0000010	Degeneration of dopa	HP	HP:0000010	Degeneration of dopa	process
Aop:2	Event:11	disrupted	MESH	MESH:0000011	Parkinsonian motor d	GO	GO:0000011	Parkinsonian motor d	process
Aop:3	Event:12	occurrence	CL	CL:0000012	Increase	VT	VT:0000012	Increase	process
Aop:3	Event:13	disrupted	MESH	MESH:0000013	Increase	HP	HP:0000013	Increase	process
Aop:3	Event:14	morphological change	UBERON	UBERON:0000014	Increase	GO	GO:0000014	Increase	process
Aop:3	Event:15	increased	PR	PR:0000015	Decrease	MP	MP:0000015	Decrease	process
Aop:3	Event:16	decreased	CHEBI	CHEBI:0000016	Decrease	VT	VT:0000016	Decrease	process
Aop:3	Event:17	occurrence	CL	CL:0000017	Decrease	HP	HP:0000017	Decrease	process
Aop:3	Event:18	disrupted	MESH	MESH:0000018	Decrease	GO	GO:0000018	Decrease	process
Aop:3	Event:19	morphological change	UBERON	UBERON:0000019	Decrease	MP	MP:0000019	Decrease	process
Aop:3	Event:20	increased	PR	PR:0000020	Increase	VT	VT:0000020	Increase	process
Aop:3	Event:21	decreased	CHEBI	CHEBI:0000021	Increase	HP	HP:0000021	Increase	process
Aop:4	Event:103	increased	GO	GO:0008230	ecdysone receptor holocomplex	GO	GO:0035076	ecdysone receptor-mediated signaling pathway
Aop:4	Event:988	decreased				GO	GO:0008255	ecdysis-triggering hormone activity
Aop:4	Event:990	increased	CHEBI	CHEBI:17029	chitin	GO	GO:0006031	chitin biosynthetic process
Aop:4	Event:993	increased				GO	GO:0006936	muscle contraction
Aop:4	Event:1264	increased	MESH	C061375	Eip75B protein, Drosophila	GO	GO:0010467	gene expression
Aop:4	Event:1265	increased	PR	PR:P33244	nuclear hormone receptor FTZ-F1 (fruit fly)	GO	GO:0010467	gene expression
Aop:4	Event:1266	decreased	PR	PR:Q9VCW0	cardioactive peptide (fruit fly)	GO	GO:0002790	peptide secretion
Aop:4	Event:1267	decreased	CL	CL:0000100	motor neuron	GO	GO:0019226	transmission of nerve impulse
Aop:4	Event:1268	decreased				GO	GO:0060079	excitatory postsynaptic potential
Aop:4	Event:350	increased				MESH	D009026	mortality
Aop:5	Event:22	occurrence	CL	CL:0000022	Binding of antagonist	VT	VT:0000022	Binding of antagonist	process
Aop:5	Event:23	disrupted	MESH	MESH:0000023	stabilization	HP	HP:0000023	stabilization	process
Aop:5	Event:24	morphological change	UBERON	UBERON:0000024	Decreased	GO	GO:0000024	Decreased	process
Aop:5	Event:25	increased	PR	PR:0000025	Fatty Acid Beta Oxidation	MP	MP:0000025	Fatty Acid Beta Oxidation	process
Aop:5	Event:26	decreased	CHEBI	CHEBI:0000026	Decreased	VT	VT:0000026	Decreased	process
Aop:5	Event:27	occurrence	CL	CL:0000027	Not Increased	HP	HP:0000027	Not Increased	process
Aop:5	Event:28	disrupted	MESH	MESH:0000028	Increased	GO	GO:0000028	Increased	process
Aop:5	Event:29	morphological change	UBERON	UBERON:0000029	Decreased	MP	MP:0000029	Decreased	process
Aop:6	Event:30	occurrence	CL	CL:0000030	reduction in ovarian granulosa cells	VT	VT:0000030	reduction in ovarian granulosa cells	process
Aop:6	Event:31	disrupted	MESH	MESH:0000031	Reduction	HP	HP:0000031	Reduction	process
Aop:6	Event:32	morphological change	UBERON	UBERON:0000032	Reduction	GO	GO:0000032	Reduction	process
Aop:6	Event:33	increased	PR	PR:0000033	decreased	MP	MP:0000033	decreased	process
Aop:6	Event:34	decreased	CHEBI	CHEBI:0000034	disrupted	VT	VT:0000034	disrupted	process
Aop:7	Event:35	occurrence	CL	CL:0000035	Activation	VT	VT:0000035	Activation	process
Aop:7	Event:36	disrupted	MESH	MESH:0000036	Induction	HP	HP:0000036	Induction	process
Aop:7	Event:37	morphological change	UBERON	UBERON:0000037	Increased	GO	GO:0000037	Increased	process
Aop:7	Event:38	increased	PR	PR:0000038	Thyroxine (T4) in serum	MP	MP:0000038	Thyroxine (T4) in serum	process
Aop:7	Event:39	decreased	CHEBI	CHEBI:0000039	Thyroxine (T4) in neuronal tissue	VT	VT:0000039	Thyroxine (T4) in neuronal tissue	process
Aop:7	Event:40	occurrence	CL	CL:0000040	Hippocampal gene expression	HP	HP:0000040	Hippocampal gene expression	process
Aop:7	Event:41	disrupted	MESH	MESH:0000041	Hippocampal anatomy	GO	GO:0000041	Hippocampal anatomy	process
Aop:7	Event:42	morphological change	UBERON	UBERON:0000042	Hippocampal Physiology	MP	MP:0000042	Hippocampal Physiology	process
Aop:7	Event:43	increased	PR	PR:0000043	Loss	VT	VT:0000043	Loss	process
Aop:8	Event:44	occurrence	CL	CL:0000044	Binding at picrotoxin site	VT	VT:0000044	Binding at picrotoxin site	process
Aop:8	Event:45	disrupted	MESH	MESH:0000045	Reduction	HP	HP:0000045	Reduction	process
Aop:8	Event:46	morphological change	UBERON	UBERON:0000046	Reduction	GO	GO:0000046	Reduction	process
Aop:8	Event:47	increased	PR	PR:0000047	Generation	MP	MP:0000047	Generation	process
Aop:8	Event:48	decreased	CHEBI	CHEBI:0000048	Occurrence	VT	VT:0000048	Occurrence	process
Aop:8	Event:49	occurrence	CL	CL:0000049	Occurrence	HP	HP:0000049	Occurrence	process
Aop:9	Event:50	occurrence	CL	CL:0000050	Activation	VT	VT:0000050	Activation	process
